SPOT_ID,LOCALITY,SAMPLE,STYLE,IS,RELDIST,Source file,DateTime,Date,Time,Duration(s),Comments,Total points,Selection type,Components,Fe57_CPS,Fe57_CPS_Int2SE,Fe57_CPS_LOD,IntStdWv,IntStdWv_Int2SE,IntStdWv_LOD,Li_ppm_m7,Li_ppm_m7_Int2SE,Li_ppm_m7_LOD,Al_ppm_m27,Al_ppm_m27_Int2SE,Al_ppm_m27_LOD,Si_ppm_m29,Si_ppm_m29_Int2SE,Si_ppm_m29_LOD,P_ppm_m31,P_ppm_m31_Int2SE,P_ppm_m31_LOD,Ca_ppm_m44,Ca_ppm_m44_Int2SE,Ca_ppm_m44_LOD,Sc_ppm_m45,Sc_ppm_m45_Int2SE,Sc_ppm_m45_LOD,Ti_ppm_m49,Ti_ppm_m49_Int2SE,Ti_ppm_m49_LOD,V_ppm_m51,V_ppm_m51_Int2SE,V_ppm_m51_LOD,Cr_ppm_m52,Cr_ppm_m52_Int2SE,Cr_ppm_m52_LOD,Mn_ppm_m55,Mn_ppm_m55_Int2SE,Mn_ppm_m55_LOD,Co_ppm_m59,Co_ppm_m59_Int2SE,Co_ppm_m59_LOD,Ni_ppm_m60,Ni_ppm_m60_Int2SE,Ni_ppm_m60_LOD,Cu_ppm_m65,Cu_ppm_m65_Int2SE,Cu_ppm_m65_LOD,Zn_ppm_m66,Zn_ppm_m66_Int2SE,Zn_ppm_m66_LOD,Ga_ppm_m69,Ga_ppm_m69_Int2SE,Ga_ppm_m69_LOD,Ga_ppm_m71,Ga_ppm_m71_Int2SE,Ga_ppm_m71_LOD,Ge_ppm_m72,Ge_ppm_m72_Int2SE,Ge_ppm_m72_LOD,As_ppm_m75,As_ppm_m75_Int2SE,As_ppm_m75_LOD,m77__Cl_CPS,m77__Cl_CPS_Int2SE,m77__Cl_CPS_LOD,Se_ppm_m82,Se_ppm_m82_Int2SE,Se_ppm_m82_LOD,Kr83_CPS,Kr83_CPS_Int2SE,Kr83_CPS_LOD,Rb_ppm_m85,Rb_ppm_m85_Int2SE,Rb_ppm_m85_LOD,Sr_ppm_m88,Sr_ppm_m88_Int2SE,Sr_ppm_m88_LOD,Y_ppm_m89,Y_ppm_m89_Int2SE,Y_ppm_m89_LOD,Zr_ppm_m90,Zr_ppm_m90_Int2SE,Zr_ppm_m90_LOD,Nb_ppm_m93,Nb_ppm_m93_Int2SE,Nb_ppm_m93_LOD,Mo_ppm_m97,Mo_ppm_m97_Int2SE,Mo_ppm_m97_LOD,In_ppm_m113,In_ppm_m113_Int2SE,In_ppm_m113_LOD,Sn_ppm_m117,Sn_ppm_m117_Int2SE,Sn_ppm_m117_LOD,Sn_ppm_m119,Sn_ppm_m119_Int2SE,Sn_ppm_m119_LOD,Sb_ppm_m121,Sb_ppm_m121_Int2SE,Sb_ppm_m121_LOD,Cs_ppm_m133,Cs_ppm_m133_Int2SE,Cs_ppm_m133_LOD,Ba_ppm_m138,Ba_ppm_m138_Int2SE,Ba_ppm_m138_LOD,La_ppm_m139,La_ppm_m139_Int2SE,La_ppm_m139_LOD,Ce_ppm_m140,Ce_ppm_m140_Int2SE,Ce_ppm_m140_LOD,Nd_ppm_m146,Nd_ppm_m146_Int2SE,Nd_ppm_m146_LOD,Lu_ppm_m175,Lu_ppm_m175_Int2SE,Lu_ppm_m175_LOD,Hf_ppm_m179,Hf_ppm_m179_Int2SE,Hf_ppm_m179_LOD,Ta_ppm_m181,Ta_ppm_m181_Int2SE,Ta_ppm_m181_LOD,W_ppm_m182,W_ppm_m182_Int2SE,W_ppm_m182_LOD,W_ppm_m183,W_ppm_m183_Int2SE,W_ppm_m183_LOD,Tl_ppm_m205,Tl_ppm_m205_Int2SE,Tl_ppm_m205_LOD,Pb_ppm_m208,Pb_ppm_m208_Int2SE,Pb_ppm_m208_LOD,Bi_ppm_m209,Bi_ppm_m209_Int2SE,Bi_ppm_m209_LOD,Th_ppm_m232,Th_ppm_m232_Int2SE,Th_ppm_m232_LOD,U_ppm_m238,U_ppm_m238_Int2SE,U_ppm_m238_LOD,Fe_EPMA_ppm
BT_1,Blue Tier,BT1,Greisen,57Fe,0,Jason_cass_1,20/02/2018 (3) 11:53:55.91,20/02/2018 (3),53:55.9,13.708,BT_main_1,14,Normal,1,12600,870,NaN,0.1,1,NaN,Below LOD,Below LOD,0.16,38.9,4.2,4.9,Below LOD,Below LOD,17000,50,830,NaN,Below LOD,Below LOD,300,1.9,0.43,0.62,722,31,1.1,0.25,0.17,0.22,Below LOD,Below LOD,2.2,Below LOD,Below LOD,3.1,2.62,0.26,0.047,13.9,2.7,1.3,Below LOD,Below LOD,2.6,Below LOD,Below LOD,0.41,0.69,0.22,0.17,0.77,0.2,NaN,Below LOD,Below LOD,0.85,Below LOD,Below LOD,0.62,15,28,NaN,Below LOD,Below LOD,3.5,25,79,NaN,Below LOD,Below LOD,0.15,Below LOD,Below LOD,0.032,0.0103,0.0089,0.006,134,10,0.016,231,23,NaN,0.044,0.062,NaN,0.83,0.31,0.18,1.35E+05,7.70E+03,0.64,1.20E+05,7.20E+03,0.59,8.3,4.3,0.15,0.701,0.093,0.066,0.144,0.053,0.019,0.164,0.038,0.0078,0.06,0.019,NaN,Below LOD,Below LOD,NaN,0.0041,0.0043,NaN,18,1.4,0.026,135,16,0.0081,4.99,0.34,0.016,5,1,NaN,Below LOD,Below LOD,0.02,Below LOD,Below LOD,0.052,Below LOD,Below LOD,0.043,Below LOD,Below LOD,0.0055,0.705,0.083,0.011,644.52
BT_2,Blue Tier,BT1,Greisen,57Fe,25.89285714,Jason_cass_2,20/02/2018 (3) 11:55:25.51,20/02/2018 (3),55:25.5,9.8821,BT_main_2,10,Normal,1,7800,400,NaN,0.1,1,NaN,Below LOD,Below LOD,0.41,57.4,5.9,7.6,Below LOD,Below LOD,30000,-200,2000,NaN,Below LOD,Below LOD,570,2.5,0.79,1.2,1404,88,1.9,0.53,0.26,0.44,Below LOD,Below LOD,5.7,Below LOD,Below LOD,7.5,3.75,0.6,0.13,23,2.6,2.5,Below LOD,Below LOD,110,Below LOD,Below LOD,75,0.84,0.26,0.49,1.41,0.49,NaN,Below LOD,Below LOD,1.2,Below LOD,Below LOD,1.3,-3,21,NaN,Below LOD,Below LOD,8.2,-35,81,NaN,Below LOD,Below LOD,0.32,Below LOD,Below LOD,0.052,Below LOD,Below LOD,0.013,164,15,0.036,236,48,0.029,Below LOD,Below LOD,0.3,0.94,0.66,0.49,2.05E+05,1.60E+04,38,1.83E+05,1.40E+04,68,27,15,0.29,0.96,0.2,0.17,0.26,0.11,0.045,0.19,0.079,0.012,0.098,0.066,0.016,0.026,0.053,NaN,0.015,0.012,NaN,15.9,2.6,NaN,126,29,NaN,7.1,1,0.036,6.9,2,NaN,Below LOD,Below LOD,0.046,Below LOD,Below LOD,0.21,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.012,1.44,0.27,NaN,831.15
BT_3,Blue Tier,BT1,Greisen,57Fe,48.87839836,Jason_cass_3,20/02/2018 (3) 11:56:16.51,20/02/2018 (3),56:16.5,29.04,BT_main_3,29,Normal,1,9.30E+03,2.20E+03,NaN,0,1,NaN,Below LOD,Below LOD,0.076,15.2,1.8,1.4,Below LOD,Below LOD,5500,-20,450,NaN,Below LOD,Below LOD,110,0.52,0.18,0.22,231,46,0.36,Below LOD,Below LOD,0.082,Below LOD,Below LOD,1.1,Below LOD,Below LOD,1.4,1.35,0.26,0.025,8.7,1.7,0.46,Below LOD,Below LOD,20,Below LOD,Below LOD,14,0.334,0.088,0.09,0.365,0.074,NaN,Below LOD,Below LOD,0.22,Below LOD,Below LOD,0.24,20,19,NaN,Below LOD,Below LOD,1.5,-10,58,NaN,Below LOD,Below LOD,0.059,Below LOD,Below LOD,0.0096,0.0033,0.0037,0.0024,58.7,6.7,0.0066,70.4,9.1,0.0054,Below LOD,Below LOD,0.055,0.63,0.26,0.091,8.00E+04,1.20E+04,7,7.20E+04,1.00E+04,13,9.2,3.5,0.053,0.41,0.092,0.031,0.071,0.023,0.0082,0.083,0.022,0.0023,0.035,0.012,0.003,Below LOD,Below LOD,NaN,0.0096,0.0042,NaN,8.4,1.4,NaN,118,20,NaN,1.79,0.15,0.0066,1.83,0.31,NaN,Below LOD,Below LOD,0.0086,Below LOD,Below LOD,0.039,Below LOD,Below LOD,0.019,Below LOD,Below LOD,0.0022,0.317,0.048,NaN,244.875
BT_4,Blue Tier,BT1,Greisen,57Fe,75.96885401,Jason_cass_4,20/02/2018 (3) 11:57:26.67,20/02/2018 (3),57:26.7,29.063,BT_main_4,30,Normal,1,4850,320,NaN,0,1,NaN,Below LOD,Below LOD,0.11,16.4,1.9,1.9,Below LOD,Below LOD,8000,-130,480,NaN,Below LOD,Below LOD,170,0.47,0.2,0.29,60,7.1,0.67,Below LOD,Below LOD,0.13,Below LOD,Below LOD,1.4,Below LOD,Below LOD,2.4,1.87,0.14,0.018,11.9,1.1,0.62,Below LOD,Below LOD,0.63,Below LOD,Below LOD,0.52,0.36,0.098,0.14,0.361,0.098,NaN,Below LOD,Below LOD,0.54,Below LOD,Below LOD,0.26,5,15,NaN,Below LOD,Below LOD,2.7,-11,55,NaN,Below LOD,Below LOD,0.095,Below LOD,Below LOD,0.02,Below LOD,Below LOD,NaN,72.6,4.2,0.03,29.2,3.8,0.0041,Below LOD,Below LOD,0.05,0.94,0.19,0.14,1.06E+05,6.10E+03,8.3,9.36E+04,5.20E+03,34,11.1,4.2,0.13,0.586,0.054,0.05,0.115,0.028,0.016,0.131,0.022,NaN,0.05,0.013,0.0091,0.0031,0.0063,NaN,0.0055,0.0041,NaN,6.81,0.84,NaN,24.6,6.7,0.0092,2.28,0.25,NaN,1.97,0.37,NaN,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.052,Below LOD,Below LOD,0.016,Below LOD,Below LOD,NaN,0.192,0.032,NaN,218.21
BT_5,Blue Tier,BT1,Greisen,57Fe,104.2984043,Jason_cass_5,20/02/2018 (3) 11:58:36.82,20/02/2018 (3),58:36.8,29.077,BT_main_5,29,Normal,1,4620,400,NaN,0,1,NaN,Below LOD,Below LOD,0.11,16.8,1.6,2,Below LOD,Below LOD,7600,-370,470,NaN,Below LOD,Below LOD,180,Below LOD,Below LOD,0.38,16,2.6,0.64,Below LOD,Below LOD,0.14,Below LOD,Below LOD,1.5,Below LOD,Below LOD,1.8,1.69,0.17,0.034,10.9,1,2,Below LOD,Below LOD,0.55,Below LOD,Below LOD,0.42,0.366,0.088,0.18,0.54,0.1,NaN,Below LOD,Below LOD,0.51,Below LOD,Below LOD,0.28,23,24,NaN,Below LOD,Below LOD,2.7,38,61,NaN,Below LOD,Below LOD,0.092,Below LOD,Below LOD,0.023,Below LOD,Below LOD,0.0037,54.5,4.3,0.0073,12.2,1.3,0.0038,Below LOD,Below LOD,0.046,1.3,0.26,0.15,1.01E+05,6.70E+03,17,8.95E+04,5.50E+03,12,13.1,4.1,0.066,0.488,0.056,0.048,0.095,0.03,0.011,0.135,0.032,NaN,0.057,0.015,0.0047,Below LOD,Below LOD,NaN,0.005,0.0044,NaN,3.91,0.5,NaN,7.8,2.1,NaN,2.09,0.18,NaN,1.98,0.28,NaN,Below LOD,Below LOD,0.011,Below LOD,Below LOD,0.82,Below LOD,Below LOD,0.023,Below LOD,Below LOD,NaN,0.181,0.028,NaN,196.24
BT_6,Blue Tier,BT1,Greisen,57Fe,127.0713659,Jason_cass_6,20/02/2018 (3) 11:59:47.01,20/02/2018 (3),59:47.0,29.062,BT_main_6,29,Normal,1,6960,430,NaN,0.1,1,NaN,Below LOD,Below LOD,0.23,59.6,3.5,4,Below LOD,Below LOD,20000,-930,920,NaN,Below LOD,Below LOD,400,Below LOD,Below LOD,1,33.5,6.1,1.6,Below LOD,Below LOD,0.28,Below LOD,Below LOD,3,Below LOD,Below LOD,4.3,3.98,0.56,0.066,22.9,2.1,4.6,Below LOD,Below LOD,1.6,Below LOD,Below LOD,1.2,1.44,0.22,0.29,1.47,0.23,0.099,Below LOD,Below LOD,0.8,Below LOD,Below LOD,0.55,8,11,NaN,Below LOD,Below LOD,4.9,40,58,NaN,Below LOD,Below LOD,0.19,Below LOD,Below LOD,0.036,Below LOD,Below LOD,0.0082,133,13,0.023,27.5,5.2,NaN,0.17,0.12,0.075,7.4,1.1,0.39,2.25E+05,2.60E+04,26,2.01E+05,2.20E+04,95,25.7,7.6,0.18,1.21,0.22,0.11,0.21,0.064,0.018,0.299,0.07,0.0078,0.088,0.03,0.016,Below LOD,Below LOD,0.035,0.0093,0.0064,NaN,6.57,0.69,NaN,14.4,4.5,NaN,8.18,0.74,NaN,8.5,1.1,0.084,Below LOD,Below LOD,0.028,Below LOD,Below LOD,0.089,Below LOD,Below LOD,0.051,Below LOD,Below LOD,NaN,0.663,0.077,NaN,662.15
BT_7,Blue Tier,BT1,Greisen,57Fe,150.5409507,Jason_cass_7,20/02/2018 (3) 12:03:17.93,20/02/2018 (3),03:17.9,29.071,BT_main_7,29,Normal,1,2.10E+04,1.30E+03,NaN,0.2,1,NaN,Below LOD,Below LOD,0.2,139.3,7.3,4.4,6.80E+05,6.90E+05,16000,-1030,560,NaN,Below LOD,Below LOD,290,1.36,0.38,0.65,69.5,7.1,0.95,Below LOD,Below LOD,0.23,Below LOD,Below LOD,3.4,Below LOD,Below LOD,3.4,3.27,0.45,0.066,19.9,2.9,1.5,Below LOD,Below LOD,19,Below LOD,Below LOD,0.86,3.75,0.23,0.24,4.07,0.39,NaN,Below LOD,Below LOD,1,Below LOD,Below LOD,0.42,15,18,NaN,Below LOD,Below LOD,3.7,6,63,NaN,Below LOD,Below LOD,0.14,Below LOD,Below LOD,0.035,0.0072,0.007,NaN,180,25,0.039,52,14,NaN,0.21,0.1,0.062,14.9,1.6,0.29,1.86E+05,2.20E+04,0.99,1.65E+05,1.90E+04,1.1,21.7,6.9,0.19,0.83,0.13,0.086,0.154,0.048,0.027,0.224,0.063,0.0064,0.067,0.024,0.0062,0.03,0.028,NaN,0.035,0.015,0.0057,10.7,2,NaN,22,8.4,0.0065,20.51,0.83,0.019,22.2,1.3,NaN,Below LOD,Below LOD,0.029,Below LOD,Below LOD,0.1,Below LOD,Below LOD,0.039,Below LOD,Below LOD,0.0087,3.17,0.37,NaN,1657.555
BT_8,Blue Tier,BT1,Greisen,57Fe,175.4662437,Jason_cass_8,20/02/2018 (3) 12:04:28.12,20/02/2018 (3),04:28.1,29.356,BT_main_8,29,Normal,1,1.55E+04,3.50E+03,NaN,0,1,NaN,Below LOD,Below LOD,0.053,34.1,1.8,1,9.00E+04,8.90E+04,6700,-340,350,NaN,Below LOD,Below LOD,93,0.52,0.17,0.31,35.7,3.2,0.31,Below LOD,Below LOD,0.072,Below LOD,Below LOD,1.2,Below LOD,Below LOD,1.2,1.47,0.22,0.014,8.8,1.2,0.5,Below LOD,Below LOD,0.36,Below LOD,Below LOD,0.4,0.72,0.12,0.072,1.13,0.14,0.013,Below LOD,Below LOD,0.32,Below LOD,Below LOD,0.17,8,13,NaN,Below LOD,Below LOD,1.6,18,44,NaN,Below LOD,Below LOD,0.058,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.0033,70.5,7.4,0.0088,19.8,2.2,0.0053,0.028,0.027,0.021,3.2,0.38,0.11,8.20E+04,1.10E+04,8.8,7.25E+04,9.60E+03,10,9.5,3,0.042,0.385,0.071,0.029,0.083,0.023,0.0082,0.081,0.019,NaN,0.028,0.011,0.0054,Below LOD,Below LOD,NaN,0.0054,0.0031,NaN,5.15,0.72,NaN,12.1,3.6,NaN,4.46,0.22,0.0065,4.67,0.46,NaN,Below LOD,Below LOD,0.0069,Below LOD,Below LOD,0.033,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.0022,0.66,0.1,NaN,424.4933333
BT_9,Blue Tier,BT1,Greisen,57Fe,200.0403889,Jason_cass_9,20/02/2018 (3) 12:05:38.60,20/02/2018 (3),05:38.6,29.132,BT_main_9,29,Normal,1,5420,550,NaN,0,1,NaN,Below LOD,Below LOD,0.048,8.9,1.1,1.5,Below LOD,Below LOD,6000,-260,230,NaN,Below LOD,Below LOD,98,0.37,0.12,0.24,14.4,1.4,0.56,Below LOD,Below LOD,0.091,Below LOD,Below LOD,1.2,Below LOD,Below LOD,1.4,1.22,0.12,0.015,7.53,0.69,0.51,Below LOD,Below LOD,2,Below LOD,Below LOD,100,0.228,0.053,0.1,0.225,0.054,NaN,Below LOD,Below LOD,0.28,Below LOD,Below LOD,0.14,17,15,NaN,Below LOD,Below LOD,1.4,-4,73,NaN,Below LOD,Below LOD,0.058,Below LOD,Below LOD,0.013,Below LOD,Below LOD,0.0024,59.4,3.4,0.009,23.4,1.7,0.0025,Below LOD,Below LOD,0.048,0.76,0.17,0.11,6.50E+04,3.40E+03,7.1,5.82E+04,3.20E+03,8,7.6,2.6,0.048,0.34,0.029,0.024,0.054,0.016,0.0092,0.07,0.015,0.0023,0.0198,0.0071,0.0042,0.0039,0.0054,NaN,0.0013,0.0015,NaN,6.67,0.47,NaN,28.6,3.8,NaN,1.46,0.13,NaN,1.45,0.17,NaN,Below LOD,Below LOD,0.0054,Below LOD,Below LOD,0.13,Below LOD,Below LOD,0.012,Below LOD,Below LOD,0.0022,0.124,0.02,NaN,152.14
BT_10,Blue Tier,BT1,Greisen,57Fe,225.8989002,Jason_cass_10,20/02/2018 (3) 12:06:48.83,20/02/2018 (3),06:48.8,29.082,BT_main_10,30,Normal,1,5070,350,NaN,0,1,NaN,Below LOD,Below LOD,0.1,11.9,1.2,2,Below LOD,Below LOD,11000,-380,260,NaN,Below LOD,Below LOD,150,0.5,0.19,0.43,263,20,0.34,Below LOD,Below LOD,0.14,Below LOD,Below LOD,1.3,Below LOD,Below LOD,1.9,1.63,0.17,0.053,9.99,0.98,0.79,Below LOD,Below LOD,92,Below LOD,Below LOD,7.8,0.243,0.09,0.12,0.249,0.072,NaN,Below LOD,Below LOD,0.55,Below LOD,Below LOD,0.2,17,18,NaN,Below LOD,Below LOD,2.2,-69,58,NaN,Below LOD,Below LOD,0.07,Below LOD,Below LOD,0.012,0.0053,0.0037,0.0035,85.6,4.9,NaN,100,12,0.0036,0.052,0.042,0.032,0.58,0.2,0.094,8.76E+04,4.60E+03,11,7.92E+04,4.10E+03,5.8,9.3,2.7,0.089,0.382,0.047,0.039,0.076,0.023,0.015,0.085,0.019,NaN,0.0317,0.0078,0.0092,0.0026,0.0053,NaN,0.0026,0.0021,NaN,10.56,0.72,NaN,66.8,4.5,0.0028,2.02,0.16,NaN,1.88,0.3,NaN,Below LOD,Below LOD,0.017,Below LOD,Below LOD,0.036,Below LOD,Below LOD,0.014,Below LOD,Below LOD,NaN,0.243,0.031,NaN,197.94
BT_11,Blue Tier,BT1,Greisen,57Fe,250.0101763,Jason_cass_11,20/02/2018 (3) 12:07:59.05,20/02/2018 (3),07:59.1,29.041,BT_main_11,29,Normal,1,6340,650,NaN,0,1,NaN,Below LOD,Below LOD,0.14,20,2.3,1.7,8.00E+05,5.30E+05,13000,-400,400,NaN,Below LOD,Below LOD,220,0.65,0.27,0.39,360,23,0.6,Below LOD,Below LOD,0.22,Below LOD,Below LOD,1.9,Below LOD,Below LOD,3,2.09,0.23,0.043,14.7,1.4,1,Below LOD,Below LOD,0.77,Below LOD,Below LOD,75,0.37,0.11,0.16,0.39,0.13,0.027,Below LOD,Below LOD,0.66,Below LOD,Below LOD,0.33,4,12,NaN,Below LOD,Below LOD,3.4,-18,58,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.029,0.002,0.0031,NaN,134.1,8.1,0.027,261,15,0.0071,0.047,0.049,0.045,1.16,0.23,0.16,1.29E+05,8.60E+03,19,1.14E+05,6.90E+03,11,14.3,4.9,0.11,0.59,0.074,0.054,0.109,0.03,0.02,0.18,0.029,0.0047,0.039,0.015,0.011,0.0038,0.0079,NaN,0.0069,0.004,NaN,15.7,1,NaN,114.8,7.5,0.004,3.91,0.37,0.014,4.4,0.68,0.071,Below LOD,Below LOD,0.011,Below LOD,Below LOD,0.046,Below LOD,Below LOD,0.031,Below LOD,Below LOD,NaN,0.451,0.037,NaN,350.545
BT_12,Blue Tier,BT1,Greisen,57Fe,274.126618,Jason_cass_12,20/02/2018 (3) 12:09:09.19,20/02/2018 (3),09:09.2,29.038,BT_main_12,29,Normal,1,5500,500,NaN,0,1,NaN,Below LOD,Below LOD,0.15,15.8,1.4,2.1,3.00E+05,3.20E+05,11000,-200,340,NaN,Below LOD,Below LOD,220,0.66,0.29,0.48,234,12,0.76,Below LOD,Below LOD,0.13,Below LOD,Below LOD,1.6,Below LOD,Below LOD,2.2,1.9,0.18,0.035,11.6,1.3,0.62,Below LOD,Below LOD,16,Below LOD,Below LOD,0.51,0.328,0.095,0.17,0.39,0.13,0.049,Below LOD,Below LOD,0.41,Below LOD,Below LOD,0.22,7,15,NaN,Below LOD,Below LOD,2.8,-6,57,NaN,Below LOD,Below LOD,0.094,Below LOD,Below LOD,0.014,0.0095,0.0073,0.0041,115.3,5.7,0.011,122.4,7.7,0.021,Below LOD,Below LOD,0.082,0.85,0.22,0.17,1.10E+05,6.00E+03,16,9.76E+04,5.30E+03,19,10.8,3.1,0.12,0.433,0.056,0.054,0.107,0.029,0.018,0.114,0.016,0.0054,0.028,0.015,0.0089,Below LOD,Below LOD,NaN,0.0025,0.0023,NaN,12.02,0.76,NaN,61.3,5.8,0.0033,2.76,0.24,NaN,2.83,0.41,0.042,Below LOD,Below LOD,0.0081,Below LOD,Below LOD,0.034,Below LOD,Below LOD,0.025,Below LOD,Below LOD,NaN,0.312,0.044,NaN,256.7466667
BT_13,Blue Tier,BT1,Greisen,57Fe,298.6842475,Jason_cass_13,20/02/2018 (3) 12:12:39.81,20/02/2018 (3),12:39.8,29.042,BT_main_13,29,Normal,1,5530,540,NaN,0,1,NaN,Below LOD,Below LOD,0.11,11.6,1.1,1.6,8.00E+05,1.60E+05,7200,-300,180,NaN,Below LOD,Below LOD,150,0.4,0.18,0.38,76,10,0.37,Below LOD,Below LOD,0.11,Below LOD,Below LOD,1.5,Below LOD,Below LOD,1.5,1.33,0.14,0.034,8.73,0.79,0.74,Below LOD,Below LOD,39,Below LOD,Below LOD,0.37,0.266,0.069,0.094,0.239,0.063,NaN,Below LOD,Below LOD,0.48,Below LOD,Below LOD,0.19,12,15,NaN,Below LOD,Below LOD,1.8,3,58,NaN,Below LOD,Below LOD,0.071,Below LOD,Below LOD,0.018,Below LOD,Below LOD,0.0043,88.3,3.7,0.0061,51.8,7.6,0.0031,0.082,0.057,NaN,0.74,0.23,0.17,8.20E+04,4.90E+03,0.56,7.23E+04,4.00E+03,0.66,8,2.9,0.076,0.361,0.043,0.037,0.075,0.018,0.011,0.073,0.013,0.004,0.042,0.016,0.0067,Below LOD,Below LOD,NaN,Below LOD,Below LOD,0.0056,9.76,0.88,0.013,47.8,7.3,0.0029,2.57,0.24,0.0084,2.19,0.23,NaN,Below LOD,Below LOD,0.015,Below LOD,Below LOD,0.031,Below LOD,Below LOD,0.016,Below LOD,Below LOD,0.0067,0.213,0.025,0.0026,199.79
BT_14,Blue Tier,BT1,Greisen,57Fe,325.6934104,Jason_cass_14,20/02/2018 (3) 12:13:49.96,20/02/2018 (3),13:50.0,29.088,BT_main_14,30,Normal,1,6700,480,NaN,0,1,NaN,Below LOD,Below LOD,0.11,22.5,1.6,2.1,7.90E+05,4.00E+05,7800,Below LOD,Below LOD,NaN,Below LOD,Below LOD,210,0.64,0.22,0.35,240,46,0.61,0.205,0.089,0.11,Below LOD,Below LOD,1.7,Below LOD,Below LOD,3,1.98,0.22,0.041,11.13,0.77,0.85,Below LOD,Below LOD,12,Below LOD,Below LOD,1.1,0.349,0.09,0.17,0.46,0.1,0.032,Below LOD,Below LOD,0.45,Below LOD,Below LOD,0.24,8,12,NaN,Below LOD,Below LOD,2.3,-48,48,NaN,Below LOD,Below LOD,0.12,Below LOD,Below LOD,0.02,Below LOD,Below LOD,0.0087,141.7,6.8,0.018,56.4,3.7,0.0072,Below LOD,Below LOD,0.053,1.43,0.29,0.17,1.06E+05,5.50E+03,20,9.36E+04,4.60E+03,11,7.9,3.3,0.077,0.424,0.046,0.05,0.112,0.023,0.012,0.122,0.026,0.0055,0.046,0.014,0.0072,Below LOD,Below LOD,0.018,0.0022,0.0025,NaN,12.3,0.78,NaN,54,10,NaN,4.35,0.36,NaN,4.7,0.55,NaN,Below LOD,Below LOD,0.01,Below LOD,Below LOD,0.044,Below LOD,Below LOD,0.019,Below LOD,Below LOD,NaN,0.406,0.054,NaN,318.3633333
BT_15,Blue Tier,BT1,Greisen,57Fe,351.3749663,Jason_cass_15,20/02/2018 (3) 12:15:00.20,20/02/2018 (3),15:00.2,29.04,BT_main_15,29,Normal,1,8780,770,NaN,0,1,NaN,Below LOD,Below LOD,0.1,27.5,1.7,1.5,2.90E+05,2.70E+05,7400,-340,180,NaN,Below LOD,Below LOD,180,0.93,0.23,0.31,553,24,0.66,0.175,0.083,0.12,Below LOD,Below LOD,1.6,Below LOD,Below LOD,2.4,1.66,0.17,0.028,10.43,0.94,0.73,Below LOD,Below LOD,130,Below LOD,Below LOD,0.45,0.48,0.11,0.12,0.45,0.11,0.021,Below LOD,Below LOD,0.53,Below LOD,Below LOD,0.31,5,13,NaN,Below LOD,Below LOD,2.3,13,57,NaN,Below LOD,Below LOD,0.07,Below LOD,Below LOD,0.012,0.0053,0.0045,NaN,150.8,6.6,0.024,144.9,7.6,0.0087,Below LOD,Below LOD,0.07,1.95,0.32,0.16,9.63E+04,4.40E+03,23,8.57E+04,3.70E+03,4.5,10.4,3.4,0.068,0.398,0.036,0.052,0.09,0.031,0.006,0.092,0.018,0.0081,0.034,0.011,0.012,Below LOD,Below LOD,0.017,0.0055,0.0029,NaN,11.13,0.75,NaN,44.6,3.6,0.0037,5.95,0.4,NaN,6.03,0.63,NaN,Below LOD,Below LOD,0.012,Below LOD,Below LOD,0.059,Below LOD,Below LOD,0.018,Below LOD,Below LOD,NaN,0.655,0.068,NaN,378.15
BT_16,Blue Tier,BT1,Greisen,57Fe,376.5174136,Jason_cass_16,20/02/2018 (3) 12:16:10.34,20/02/2018 (3),16:10.3,29.045,BT_main_16,29,Normal,1,9490,930,NaN,0,1,NaN,Below LOD,Below LOD,0.11,28.2,1.6,2,Below LOD,Below LOD,8600,-150,220,NaN,Below LOD,Below LOD,160,1.2,0.22,0.35,561,29,0.84,Below LOD,Below LOD,0.13,Below LOD,Below LOD,1.7,Below LOD,Below LOD,1.9,1.83,0.14,0.016,11.1,1.1,0.69,Below LOD,Below LOD,0.56,Below LOD,Below LOD,1.5,0.58,0.11,0.13,0.52,0.13,0.021,Below LOD,Below LOD,0.48,Below LOD,Below LOD,0.25,23,18,NaN,Below LOD,Below LOD,2.4,27,59,NaN,Below LOD,Below LOD,0.091,Below LOD,Below LOD,0.02,0.0049,0.0041,NaN,164.4,8.8,0.015,168,10,0.0056,0.082,0.059,0.049,2.22,0.27,0.18,1.02E+05,5.70E+03,14,9.00E+04,5.00E+03,7.4,9.9,3.1,0.071,0.433,0.045,0.041,0.083,0.024,0.0086,0.097,0.024,NaN,0.027,0.011,NaN,0.0028,0.0058,NaN,0.0029,0.0025,NaN,13.15,0.84,NaN,86.8,4.9,0.0045,6.57,0.41,NaN,6.55,0.47,NaN,Below LOD,Below LOD,0.0078,Below LOD,Below LOD,0.049,Below LOD,Below LOD,0.021,Below LOD,Below LOD,NaN,0.659,0.055,NaN,429.14
